date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:47:50	140258/140258	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:49%20GMT	https://www.aquasec.com/	C:/My%20Web%20Sites/aqua/www.aquasec.com/index.html	(from )
03:47:50	15086/15086	---MCZ	200	added ('OK')	image/x-icon	etag:W/%22628d312e-3aee%22	https://www.aquasec.com/wp-content/themes/aqua3/favicon.ico	C:/My%20Web%20Sites/aqua/www.aquasec.com/wp-content/themes/aqua3/favicon.ico	(from https://www.aquasec.com/)
03:47:50	1054/1054	---M--	200	added ('OK')	image/png	etag:%22628d312f-527%22	https://www.aquasec.com/wp-content/themes/aqua3/favicon_192x192.png	C:/My%20Web%20Sites/aqua/www.aquasec.com/wp-content/themes/aqua3/favicon_192x192.png	(from https://www.aquasec.com/)
03:47:50	884/884	---M--	200	added ('OK')	image/png	etag:%22628d3147-4c6%22	https://www.aquasec.com/wp-content/themes/aqua3/apple-touch-icon-180x180.png	C:/My%20Web%20Sites/aqua/www.aquasec.com/wp-content/themes/aqua3/apple-touch-icon-180x180.png	(from https://www.aquasec.com/)
03:47:51	102949/102949	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266cb2cee-19225%22	https://www.aquasec.com/wp-content/cache/min/1/client_data/5bcdbce45953e61e74b8da56/script.js?ver=1724591342	C:/My%20Web%20Sites/aqua/www.aquasec.com/wp-content/cache/min/1/client_data/5bcdbce45953e61e74b8da56/scriptff17.js	(from https://www.aquasec.com/)
03:47:51	503303/503303	---MCZ	200	added ('OK')	text/css	etag:W/%2266cb2a69-7ae07%22	https://www.aquasec.com/wp-content/themes/aqua3/css/aqua3.min.css?ver=1.0.657	C:/My%20Web%20Sites/aqua/www.aquasec.com/wp-content/themes/aqua3/css/aqua3.mind4e9.css	(from https://www.aquasec.com/)
03:47:51	170769/170769	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c1c2be-29b11%22	https://www.aquasec.com/wp-content/themes/aqua3/js/aqua3.min.js?ver=1.0.657	C:/My%20Web%20Sites/aqua/www.aquasec.com/wp-content/themes/aqua3/js/aqua3.mind4e9.js	(from https://www.aquasec.com/)
03:47:51	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2031%20Aug%202024%2001:47:51%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/aqua/www.googletagmanager.com/gtm.65445.delayed	(from https://www.aquasec.com/)
03:47:52	257577/257577	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:52%20GMT	https://www.aquasec.com/blog/bucket-monopoly-breaching-aws-accounts-through-shadow-resources/	C:/My%20Web%20Sites/aqua/www.aquasec.com/blog/bucket-monopoly-breaching-aws-accounts-through-shadow-resources/index.html	(from https://www.aquasec.com/)
03:47:52	77837/77837	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:52%20GMT	https://www.aquasec.com/about-us/contact-us/	C:/My%20Web%20Sites/aqua/www.aquasec.com/about-us/contact-us/index.html	(from https://www.aquasec.com/)
03:47:52	96508/96508	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:52%20GMT	https://www.aquasec.com/about-us/careers/	C:/My%20Web%20Sites/aqua/www.aquasec.com/about-us/careers/index.html	(from https://www.aquasec.com/)
03:47:53	345754/345754	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:53%20GMT	https://www.aquasec.com/aqua-cloud-native-security-platform/	C:/My%20Web%20Sites/aqua/www.aquasec.com/aqua-cloud-native-security-platform/index.html	(from https://www.aquasec.com/)
03:47:53	103052/103052	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:52%20GMT	https://www.aquasec.com/solutions/aws-container-security/	C:/My%20Web%20Sites/aqua/www.aquasec.com/solutions/aws-container-security/index.html	(from https://www.aquasec.com/)
03:47:53	399401/399401	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:53%20GMT	https://www.aquasec.com/resources/	C:/My%20Web%20Sites/aqua/www.aquasec.com/resources/index.html	(from https://www.aquasec.com/)
03:47:53	106850/106850	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:53%20GMT	https://www.aquasec.com/about-us/	C:/My%20Web%20Sites/aqua/www.aquasec.com/about-us/index.html	(from https://www.aquasec.com/)
03:47:53	156387/156387	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:53%20GMT	https://www.aquasec.com/integrations/	C:/My%20Web%20Sites/aqua/www.aquasec.com/integrations/index.html	(from https://www.aquasec.com/)
03:47:53	84700/84700	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:53%20GMT	https://www.aquasec.com/demo/	C:/My%20Web%20Sites/aqua/www.aquasec.com/demo/index.html	(from https://www.aquasec.com/)
03:47:54	99197/99197	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:54%20GMT	https://www.aquasec.com/products/open-source-projects/	C:/My%20Web%20Sites/aqua/www.aquasec.com/products/open-source-projects/index.html	(from https://www.aquasec.com/)
03:47:54	96744/96744	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:54%20GMT	https://www.aquasec.com/products/tracee/	C:/My%20Web%20Sites/aqua/www.aquasec.com/products/tracee/index.html	(from https://www.aquasec.com/)
03:47:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2031%20Aug%202024%2001:47:52%20GMT	https://www.aquasec.com/blog/elevating-security-protecting-containerized-workloads-on-mainframes	C:/My%20Web%20Sites/aqua/www.aquasec.com/blog/elevating-security-protecting-containerized-workloads-on-mainframes	(from https://www.aquasec.com/)
03:47:54	28810/28810	---M--	200	added ('OK')	image/webp	etag:%2266b334e2-708a%22	https://www.aquasec.com/wp-content/uploads/2024/04/Gartner-CNAPP-2024-thumb-2.jpg	C:/My%20Web%20Sites/aqua/www.aquasec.com/wp-content/uploads/2024/04/Gartner-CNAPP-2024-thumb-2.jpg	(from https://www.aquasec.com/)
03:47:54	99240/99240	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:54%20GMT	https://www.aquasec.com/products/software-supply-chain-security/	C:/My%20Web%20Sites/aqua/www.aquasec.com/products/software-supply-chain-security/index.html	(from https://www.aquasec.com/)
03:47:55	98899/98899	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:54%20GMT	https://www.aquasec.com/products/container-vulnerability-scanning/	C:/My%20Web%20Sites/aqua/www.aquasec.com/products/container-vulnerability-scanning/index.html	(from https://www.aquasec.com/)
03:47:55	91445/91445	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:55%20GMT	https://www.aquasec.com/products/container-analysis/	C:/My%20Web%20Sites/aqua/www.aquasec.com/products/container-analysis/index.html	(from https://www.aquasec.com/)
03:47:55	99612/99612	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:55%20GMT	https://www.aquasec.com/products/cwpp-cloud-workload-protection/	C:/My%20Web%20Sites/aqua/www.aquasec.com/products/cwpp-cloud-workload-protection/index.html	(from https://www.aquasec.com/)
03:47:55	99154/99154	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:55%20GMT	https://www.aquasec.com/products/cspm/	C:/My%20Web%20Sites/aqua/www.aquasec.com/products/cspm/index.html	(from https://www.aquasec.com/)
03:47:56	371896/371896	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:55%20GMT	https://www.aquasec.com/products/kubernetes-security/	C:/My%20Web%20Sites/aqua/www.aquasec.com/products/kubernetes-security/index.html	(from https://www.aquasec.com/)
03:47:56	102816/102816	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:56%20GMT	https://www.aquasec.com/blog/securing-genai-safeguarding-llm-powered-applications-with-aqua/	C:/My%20Web%20Sites/aqua/www.aquasec.com/blog/securing-genai-safeguarding-llm-powered-applications-with-aqua/index.html	(from https://www.aquasec.com/)
03:47:56	101079/101079	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:56%20GMT	https://www.aquasec.com/blog/discover-cloud-security-issues-faster-with-event-based-scanning/	C:/My%20Web%20Sites/aqua/www.aquasec.com/blog/discover-cloud-security-issues-faster-with-event-based-scanning/index.html	(from https://www.aquasec.com/)
03:47:56	117783/117783	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:56%20GMT	https://www.aquasec.com/blog/elevating-security-protecting-containerized-workloads-on-mainframes/	C:/My%20Web%20Sites/aqua/www.aquasec.com/blog/elevating-security-protecting-containerized-workloads-on-mainframes/index.html	(from https://www.aquasec.com/)
03:47:56	106938/106938	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:56%20GMT	https://www.aquasec.com/blog/aws-kubernetes-security-and-compliance/	C:/My%20Web%20Sites/aqua/www.aquasec.com/blog/aws-kubernetes-security-and-compliance/index.html	(from https://www.aquasec.com/)
03:47:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2031%20Aug%202024%2001:47:55%20GMT	https://www.aquasec.com/products/container-security/%20	C:/My%20Web%20Sites/aqua/www.aquasec.com/products/container-security/	(from https://www.aquasec.com/)
03:47:57	106884/106884	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:57%20GMT	https://www.aquasec.com/products/container-security/	C:/My%20Web%20Sites/aqua/www.aquasec.com/products/container-security/index.html	(from https://www.aquasec.com/)
03:47:57	96626/96626	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:57%20GMT	https://www.aquasec.com/use-cases/cndr-cloud-native-detection-and-reponse/	C:/My%20Web%20Sites/aqua/www.aquasec.com/use-cases/cndr-cloud-native-detection-and-reponse/index.html	(from https://www.aquasec.com/)
03:47:57	81683/81683	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:57%20GMT	https://www.aquasec.com/use-cases/multi-cloud-and-hybrid-cloud/	C:/My%20Web%20Sites/aqua/www.aquasec.com/use-cases/multi-cloud-and-hybrid-cloud/index.html	(from https://www.aquasec.com/)
03:47:58	81889/81889	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:58%20GMT	https://www.aquasec.com/use-cases/container-auditing-compliance/	C:/My%20Web%20Sites/aqua/www.aquasec.com/use-cases/container-auditing-compliance/index.html	(from https://www.aquasec.com/)
03:47:58	82014/82014	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:58%20GMT	https://www.aquasec.com/use-cases/devops-security/	C:/My%20Web%20Sites/aqua/www.aquasec.com/use-cases/devops-security/index.html	(from https://www.aquasec.com/)
03:47:58	95896/95896	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:58%20GMT	https://www.aquasec.com/solutions/docker-container-security/	C:/My%20Web%20Sites/aqua/www.aquasec.com/solutions/docker-container-security/index.html	(from https://www.aquasec.com/)
03:47:58	208911/208911	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:58%20GMT	https://www.aquasec.com/solutions/google-cloud-kubernetes-security/	C:/My%20Web%20Sites/aqua/www.aquasec.com/solutions/google-cloud-kubernetes-security/index.html	(from https://www.aquasec.com/)
03:47:59	267354/267354	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:58%20GMT	https://www.aquasec.com/solutions/red-hat-openshift-container-security/	C:/My%20Web%20Sites/aqua/www.aquasec.com/solutions/red-hat-openshift-container-security/index.html	(from https://www.aquasec.com/)
03:47:59	175879/175879	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:59%20GMT	https://www.aquasec.com/solutions/vmware-tanzu/	C:/My%20Web%20Sites/aqua/www.aquasec.com/solutions/vmware-tanzu/index.html	(from https://www.aquasec.com/)
03:47:59	99593/99593	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:59%20GMT	https://www.aquasec.com/solutions/azure-container-security/	C:/My%20Web%20Sites/aqua/www.aquasec.com/solutions/azure-container-security/index.html	(from https://www.aquasec.com/)
03:47:59	335775/335775	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:47:59%20GMT	https://www.aquasec.com/solutions/federal/	C:/My%20Web%20Sites/aqua/www.aquasec.com/solutions/federal/index.html	(from https://www.aquasec.com/)
03:48:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2031%20Aug%202024%2001:47:57%20GMT	https://www.aquasec.com/solutions/finance	C:/My%20Web%20Sites/aqua/www.aquasec.com/solutions/finance	(from https://www.aquasec.com/)
03:48:00	101729/101729	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:48:00%20GMT	https://www.aquasec.com/solutions/finance/	C:/My%20Web%20Sites/aqua/www.aquasec.com/solutions/finance/index.html	(from https://www.aquasec.com/)
03:48:00	23234/23234	---M--	200	added ('OK')	image/webp	etag:%226657108f-5ac2%22	https://www.aquasec.com/wp-content/uploads/2021/01/15-misfigs-Resources-thumbnail-1.jpg	C:/My%20Web%20Sites/aqua/www.aquasec.com/wp-content/uploads/2021/01/15-misfigs-Resources-thumbnail-1.jpg	(from https://www.aquasec.com/)
03:48:00	111293/111293	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:48:00%20GMT	https://www.aquasec.com/blog/	C:/My%20Web%20Sites/aqua/www.aquasec.com/blog/index.html	(from https://www.aquasec.com/)
03:48:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2031%20Aug%202024%2001:48:00%20GMT	https://www.aquasec.com/blog/sec-vs-solarwinds-ciso	C:/My%20Web%20Sites/aqua/www.aquasec.com/blog/sec-vs-solarwinds-ciso	(from https://www.aquasec.com/)
03:48:02	103189/103189	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:48:02%20GMT	https://www.aquasec.com/blog/sec-vs-solarwinds-ciso/	C:/My%20Web%20Sites/aqua/www.aquasec.com/blog/sec-vs-solarwinds-ciso/index.html	(from https://www.aquasec.com/)
03:48:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2031%20Aug%202024%2001:48:02%20GMT	https://www.aquasec.com/blog/accenture-and-aqua-partner-to-empower-cloud-security	C:/My%20Web%20Sites/aqua/www.aquasec.com/blog/accenture-and-aqua-partner-to-empower-cloud-security	(from https://www.aquasec.com/)
03:48:04	4238/4238	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263cd67bd-108e%22	https://www.aquasec.com/wp-content/uploads/2019/08/Horizontal-Dark-Abyss.svg	C:/My%20Web%20Sites/aqua/www.aquasec.com/wp-content/uploads/2019/08/Horizontal-Dark-Abyss.svg	(from https://www.aquasec.com/)
03:48:04	101418/101418	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:48:04%20GMT	https://www.aquasec.com/blog/accenture-and-aqua-partner-to-empower-cloud-security/	C:/My%20Web%20Sites/aqua/www.aquasec.com/blog/accenture-and-aqua-partner-to-empower-cloud-security/index.html	(from https://www.aquasec.com/)
03:48:04	168198/168198	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:48:04%20GMT	https://www.aquasec.com/resources/virtual-container-security-channel/	C:/My%20Web%20Sites/aqua/www.aquasec.com/resources/virtual-container-security-channel/index.html	(from https://www.aquasec.com/)
03:48:05	103758/103758	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:48:04%20GMT	https://www.aquasec.com/cloud-native-academy/	C:/My%20Web%20Sites/aqua/www.aquasec.com/cloud-native-academy/index.html	(from https://www.aquasec.com/)
03:48:05	109024/109024	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:48:05%20GMT	https://www.aquasec.com/cloud-native-academy/docker-container/	C:/My%20Web%20Sites/aqua/www.aquasec.com/cloud-native-academy/docker-container/index.html	(from https://www.aquasec.com/)
03:48:05	115363/115363	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2001:48:05%20GMT	https://www.aquasec.com/cloud-native-academy/supply-chain-security/supply-chain-security-mitigating-the-supply-chain-threat/	C:/My%20Web%20Sites/aqua/www.aquasec.com/cloud-native-academy/supply-chain-security/supply-chain-security-mitigating-the-supply-chain-threat/index.html	(from https://www.aquasec.com/)
